날짜,뉴스제목
2022.3.4,Samsung Electronics Shines Bangkok With 200 Million Pixel Micro LEDs
2022.3.4,"Samsung Electronics will install ""The Wall"" at the promotional hall of ""The Forestias"" in Bangkok, Thailand"
2022.3.4,"Samsung Electronics will install a super-large microLED 'The Wall' in Bangkok, Thailand"
2022.3.4,Samsung Electronics proves its technology in Bangkok with 200 million pixel micro LEDs
2022.3.4,Samsung Electronics embroidered Bangkok with '200 million micro LEDs'
2022.3.4,Samsung Electronics Shines Bangkok With 200 Million Pixel Micro LEDs
2022.3.4,"Samsung Electronics Shines Bangkok, Thailand With 200 Million Pixel Micro LEDs"
2022.3.4,Samsung Electronics dispatched key foundry personnel to the U.S. as tailors
2022.3.4,"Prosecutors raided Samsung Electronics and Well Story for the second day of ""giving all their work."""
2022.3.4,"i, Additional seizure and search of Samsung Electronics and Wellstory...Suspicion of unfair support for school meals"
2022.3.4,Samsung Electronics and Well Story's second raid...Are you aiming for Lee Jae-yong's succession?
2022.3.4,"j, Samsung Electronics and Well Story seized and searched for two consecutive days for ""suspicions of unfair support from affiliates."""
2022.3.4,"Prosecutors raided Samsung Electronics and Well Story for the second day of ""giving all the work to school meals."""
2022.3.4,"Samsung Electronics ranked No. 1 in global semiconductor sales for the second consecutive quarter...1st place of the year, Intel's pursuit under the chin"
2022.3.4,"[Fn morning] KOSPI rose to 2740...Samsung Electronics recovered 70,000 won"
2022.3.4,Hong Ra-hee disposed of 1.3 trillion won worth of Samsung Electronics shares...Purpose of Payment of Inheritance Tax
2022.3.4,"[Special stock] Samsung Electronics rebounded for the first time in four days...Attempt to land on ""70,000 Electronics"""
2022.3.4,Samsung Electronics is showing unprecedented performance in the first quarter despite unfavorable supply chain
2022.3.4,"Hong Ra-hee disposed of 1.372 trillion won in Samsung Electronics shares...""I'm going to pay inheritance tax"
2022.3.4,"""Samsung Electronics-SK Hynix, the highest-ever performance forecast in the first quarter."""
2022.3.4,Samsung Electronics' highest performance ever in the first quarter... Sales surpassed 70 trillion won for the first time
2022.3.4,"Despite unfavorable factors in Russia, Samsung Electronics and SK Hynix are expected to perform best in the first quarter"
2022.3.5,Hong Ra-hee disposes of about 20 million shares of Samsung Electronics for the purpose of preparing inheritance tax
2022.3.5,Samsung Electronics had higher mid-term operating profit supporting 'smart factories'
2022.3.5,Hong Ra-hee disposed of 9.94 million shares of Samsung Electronics on the 24th...A total of 1.372 trillion won
2022.3.5,"Hong Rara, Samsung Electronics and Samsung Electronics Co., Ltd"
2022.3.5,Hong Ra-hee disposes of 1.3 trillion won worth of Samsung Electronics shares in a block deal...Discount rate 1.43%
2022.3.5,With the 'Z' cheering of Putin supporters...Product Name Z-Clear Samsung Electronics
2022.3.5,Former director Hong Ra-hee disposed of 9.94 million shares of Samsung Electronics
2022.3.5,Hong Ra-hee of Samsung family disposes of 1.372 trillion won worth of shares of Samsung Electronics
2022.3.5,Hong Ra-hee disposes of Samsung Electronics shares worth 1.372 trillion won
2022.3.5,"Search and seizure of Samsung Electronics and Well Story...Full investigation into ""unfair support"""
2022.3.5,Hong Ra-hee disposed of KRW 1.372 trillion worth of Samsung Electronics shares (comprehensive)
2022.3.5,Hong Ra-hee disposed of 19.94 million shares of Samsung Electronics
2022.3.5,Hong Ra-hee disposed of 9.94 million shares of Samsung Electronics
2022.3.5,"Hong Ra-hee, former director of Lium, disposed of 9.94 million shares of Samsung Electronics"
2022.3.5,"i, Seizure and search of Samsung Electronics and Wellstory...Suspicion of unfair support"
2022.3.5,Hong Ra-hee disposed of 9.94 million shares of Samsung Electronics
2022.3.5,Hong Ra-hee disposed of 19.94 million shares of Samsung Electronics
2022.3.5,Samsung Electronics is the world's No. 1 competitive edge in patent assets
2022.3.5,70 trillion won for Samsung Electronics and 10 trillion won for SK Hynix...Strong semiconductors make the biggest sales quarter
2022.3.5,What's wrong with Samsung Electronics' stock despite a 15% surge in the U.S. semiconductor index
2022.3.5,"Samsung Electronics, which is in trouble because of the Russian military symbol ""Z,"" is because"
2022.3.5,"Samsung Electronics' labor union has been on a national tour due to the ""wage negotiation conflict."""
2022.3.5,"[Exclusive] ""Did you get stimulated by Apple.Samsung Electronics Re-launched Subscription Service with 'Galaxy' in the U.S"
2022.3.5,Prosecutors raided Samsung Electronics and Wellstory for alleged unfair support
2022.3.5,Samsung Electronics and SK Hynix's highest-ever performance forecast in the first quarter
2022.3.5,Samsung Electronics and SK Hynix are expected to see strong sales in the first quarter
2022.3.5,"Prosecutors raided Samsung Electronics and Well Story simultaneously, ""Investigate as usual"" (2nd report)"
2022.3.5,"Search and seizure of Samsung Electronics and Well Story...""Excessive investigation based on support for the succession of management rights"""
2022.3.5,Sungwoo Electronics appointed CEO Kim Young-do from Samsung Electronics
2022.3.5,"[Special punishment] It's the only robot, Samsung Electronics, Samsung Electronics robot, and Samsung Electronics."
2022.3.5,Samsung Electronics and Samsung Well Story simultaneously seized and searched...Lee Jae-yong's succession target
2022.3.5,Samsung Electronics and SK Hynix are predicting the best performance in the first quarter after overcoming unfavorable factors
2022.3.5,Lotte IV joins hands with Samsung Electronics to host a wedding live broadcast for the first time in the industry
2022.3.5,Samsung Electronics is releasing three new colors for 'Smart Monitor M8'
2022.3.5,"Samsung Electronics, ""Smart Monitor M8"" new color...KRW 85 million"
2022.3.5,"j, Search and seizure of Samsung Electronics and Wellstory for 'suspicious unfair support'"
2022.3.5,"Lotte百 ""Mixed-up Home Appliance Live Broadcast with Samsung Electronics"""
2022.3.5,Samsung Electronics Launches Three New Colors of 'Smart Monitor M8'
2022.3.5,KT will protect Samsung Electronics' semiconductor businesses with 'automatic control drones'
2022.3.5,"i, Following Samsung Well Story, Samsung Electronics' headquarters was also raided...Allegations of unfair support for school meals"
2022.3.5,Prosecutors raided Samsung Electronics and Samsung Well Story for alleged unfair support (comprehensive)
2022.3.5,"Samsung Electronics Smart Monitor M8, Added New Natural Color"
2022.3.5,Samsung Electronics Launches Three New Colors of 'Smart Monitor M8'
2022.3.5,"Pink, blue, green…Samsung Electronics' 'Smart Monitor M8' Wearing Spring Clothes"
2022.3.5,Samsung Electronics Launches Three New Colors of 'Smart Monitor M8'
2022.3.5,Samsung Electronics Launches Three New Colors of 'Smart Monitor M8'
2022.3.5,Samsung Electronics Launches 3 New Colors of Smart Monitor M8
2022.3.6,Samsung Electronics Launches Three New Colors of 'Smart Monitor M8'
2022.3.6,"Samsung Electronics, ""Smart Monitor M8"" new colors"
2022.3.6,"Samsung Electronics, ""Smart Monitor M8"" new colors"
2022.3.6,Samsung Electronics is targeting the smart monitor market...'M8' Added New Color
2022.3.6,Samsung Electronics Launches Three New Colors of 'Smart Monitor M8'
2022.3.6,Samsung Electronics Launches Three New Colors of 'Smart Monitor M8'
2022.3.6,"Samsung Electronics introduces three new colors, including 'Smart Monitor M8' Pink"
2022.3.6,Samsung Electronics Launches Three New Colors of 'Smart Monitor M8'
2022.3.6,Samsung Electronics Launches Three New Colors of 'Smart Monitor M8'
2022.3.6,Samsung Electronics introduces three new colors of 'Smart Monitor M8'
2022.3.6,"""Russian bad news is easy""...Will Samsung Electronics and SK Hynix achieve the highest performance ever in 1Q?"
2022.3.6,"[Breaking news] Prosecutors raided the headquarters of Samsung Electronics in Suwon for ""well story unfair support."""
2022.3.6,"[Breaking news] Prosecutors raided the headquarters of Samsung Electronics in Suwon for ""well story unfair support."""
2022.3.6,"Lotte ,, Samsung Electronics and ""Wings"" progress...Show us a coma"
2022.3.6,"[The world reading the world] The average annual salary of 20s.One year, more than 15 percent."
2022.3.6,Samsung Electronics officially launches its latest laptop 'Galaxy Book 2 Pro' series
2022.3.6,"[Special punishment] Hrimrobot, Samsung Electronics, Samsung Electronics, Samsung Electronics, Samsung Electronics' products"
2022.3.6,Samsung Electronics' activities continued...Using 42 billion won last year
2022.3.6,Lotte IV hosts a 'wedding live broadcast' with Samsung Electronics
2022.3.6,Samsung Electronics and SK Hynix are likely to post record-high performance in the first quarter
2022.3.6,Samsung Electronics conducts training on chemical management methods to its suppliers
2022.3.6,Lotte Department Store introduces mixed home appliances through live commerce with Samsung Electronics
2022.3.6,"Samsung Electronics ""GNA"" sharing...The new staff members, ""I'm embarrassed"""
2022.3.6,Samsung Electronics' social contribution last year was 1.156 billion won a day
2022.3.6,KT builds drone system at Samsung Electronics' Onyang plant
2022.3.6,Samsung Electronics took the lead in contributing to society. I spent 422 billion won in 2021
2022.3.6,Education and disaster relief... Samsung Electronics made 422 billion won in social contributions last year
2022.3.6,KT introduces 'safety monitoring' drones at Samsung Electronics' Onyang operations
2022.3.6,KT establishes drone system to strengthen environmental safety at Samsung Electronics
2022.3.6,Samsung Electronics spent 1.156 billion won a day on social contribution last year
2022.3.6,"""As I asked for more vacation""...Samsung Electronics Strikes Crisis"
2022.3.6,Samsung Electronics spent an average of 1.156 billion won a day on social contribution last year
2022.3.6,Samsung Electronics' social contribution activities averaged '1.1 billion won' per day last year
2022.3.6,Samsung Electronics and wrote the average of 11 billion won per day...total 4220 billion won
2022.3.6,Samsung Electronics faces a growing strike as labor-management conflicts continue
2022.3.6,KT builds drone system at Samsung Electronics' Onyang plant
2022.3.6,Foreigners switching to 'By Korea' included 2.2兆 of Samsung Electronics last week
2022.3.6,Samsung Electronics is working hard to contribute to society...We spent more than 400 billion won last year
2022.3.6,KT establishes a drone system exclusively for companies at Samsung Electronics' Onyang plant
2022.3.6,Why do KT drones monitoring Samsung Electronics' semiconductor business site?
2022.3.6,"""I get frustrated when I see Samsung Electronics' charts."" Why do you avoid ants because of inheritance tax? [Beads 360]"
2022.3.6,KT builds drone system at Samsung Electronics' Onyang plant
2022.3.6,KT establishes drone system to strengthen environmental safety at Samsung Electronics
2022.3.6,Because of '7 Days Off'...Samsung Electronics on the brink of strike
2022.3.6,"""Samsung Electronics"" is the No. 1 net seller of KOSPI's weekly institutions"
2022.3.6,"""Samsung Electronics,"" the No. 1 individual net buyer on the KOSPI week"
2022.3.6,"""Samsung Electronics,"" the No. 1 net buyer of foreigners on the KOSPI week"
2022.3.6,"An average of 1.16 billion won per day...Looking at Samsung Electronics' social contribution records,"
2022.3.6,Samsung Electronics spent an average of 1.16 billion won a day on social contributions last year
2022.3.6,"[Money Lab] Well-raised startup stocks, better than Samsung Electronics? [Kim Seyoung, CEO of PSX]"
2022.3.6,"Samsung Electronics is slow...My goal now is ""70,000 Electronics."""
2022.3.6,Samsung Electronics' wage negotiations between labor and management 'again'...a difference of opinion
2022.3.6,"Samsung Electronics, Labor-Management Conflict Parallel...Labor unions 'reject' to merge wage negotiations"
2022.3.6,"Samsung Electronics' class action lawsuit against 1,885 Galaxy users due to 'GOS controversy'"
2022.3.6,"Samsung Electronics' labor-management conflict continues...""Last year-this year's merger of wage negotiations"" vs ""avoiding responsibility"""
2022.3.6,"Samsung Electronics proposed to the union, ""discussing the merger of 21 and 22 years of wage negotiations."""
2022.3.6,"Samsung Electronics' labor-management conflict continues...""Last year-this year's merger of wage negotiations"" vs ""avoiding responsibility"""
2022.3.6,"[Laughing] proposal, Samsung Electronics, Roh's suggestion, ""The discussion"" proposal...union, "" refuse..."
2022.3.6,Samsung C&T won construction orders worth 1.7465 trillion won with Samsung Electronics
2022.3.6,"""Consumer deception with Galaxy GOS""...Samsung Electronics ended up in a class action suit"
2022.3.7,"[Issue check] On the news of the block deal, ""60,000 electronics"" again...Ants Betting Samsung Electronics"
2022.3.7,Consumers angry at Samsung Electronics' GOS are entering a class action suit
2022.3.7,Samsung Electronics fell 10% this year due to a series of unfavorable factors.When will it go up?
2022.3.7,"(Video) Samsung Electronics' 1.3 trillion won stake in Samsung Electronics...""100,000 Electronics"" is moving away"
2022.3.7,YIK signs 24.1 billion won supply contract with Samsung Electronics
2022.3.7,YIK and Samsung Electronics signed a contract to supply 24.1 billion won worth of semiconductor inspection equipment
2022.3.7,"Okay, Samsung Electronics and 241 billion-scale semiconductor inspection equipment supply contract"
2022.3.7,"Samsung Electronics, who are shaking in cooperation with ""Nia and Inflation"" cooperation...Like this, ""6 million electronic""?"
2022.3.7,"National Intelligence Service, Ministry of Industry, and Samsung Electronics' speed of investigation into allegations of leakage of ""semiconductor secrets."""
2022.3.7,"Samsung Electronics Launches LTE Smartphone Galaxy A23…The price is 374,000 won"
2022.3.7,"""Samsung Electronics, do you hate me again?""… ants, 'pick it up' on 60,000 electrons"
2022.3.7,"[Samsung Electronics' shares] ""Samsung Electronics"" shareholder...There's a reason why I'm not going to rise in stock prices."
2022.3.7,"Samsung Electronics launches LTE cost-effective V-phone 'Galaxy A23'...374,000 won"
2022.3.7,"""Samsung Electronics' appropriate stock price is 77,000 won.""We need to pay attention to DB Hi-Tech."""
2022.3.7,[Special stock] Samsung Electronics' owner is weak for two consecutive days due to block deals
2022.3.7,"Samsung Electronics Launches 'Galaxy A23', a cost-effective LTE smartphone"
2022.3.7,Samsung Electronics Launches Galaxy A23
2022.3.7,Samsung Electronics Launches Galaxy A23
2022.3.7,"Samsung Electronics, LTE smartphone ""Galaxy A23"" release...37 million won"
2022.3.7,"Samsung Electronics Launches Galaxy A23...3,740,000 won"
2022.3.7,LTE phone is back...Samsung Electronics will release 'Galaxy A23' in Korea on the 25th
2022.3.7,"[Dr. Kim Dae-ho's company, people] Samsung Electronics, LG Chem, CJ CheilJedang, Ssangyong Motor"
2022.3.7,"U.S. semiconductor stocks soared, but why Samsung Electronics?"
2022.3.7,"Samsung Electronics is back with '60,000 Electronics' in three trading days... Hong Ra-hee's Article 1.3 'Block Deal' Impact"
2022.3.7,Samsung Electronics teaches 480 suppliers how to manage product chemicals
2022.3.7,Hong Ra-hee disposes of Samsung Electronics shares worth KRW 1.372 trillion
2022.3.7,Samsung Electronics teaches 480 suppliers how to manage chemicals
2022.3.7,"Samsung Electronics, 480 cooperative education for more than 80 cooperation"
2022.3.7,Samsung Electronics provides chemical management training for its suppliers
2022.3.7,[Biz & Now] Samsung Electronics provides chemical management training for 480 suppliers
2022.3.7,A 1.3 trillion block deal in Samsung Electronics and Samsung Electronics...Estimation of Financing Inheritance Tax
2022.3.7,Chemical substance management training for 480 suppliers of Samsung Electronics
2022.3.7,Samsung C&T won 840.6 billion won worth of construction orders with Samsung Electronics at its Pyeongtaek plant
2022.3.7,Samsung Electronics trains its suppliers to manage chemicals
2022.3.7,Samsung Electronics increases exports by 20% when domestic demand increases by 10%
2022.3.7,the people銀 A 1.3 trillion block deal in Samsung Electronics...Hong Ra-hee's Trust Estimation
2022.3.7,Samsung Electronics has been training new employees of its partner companies for 10 years
2022.3.7,"Samsung Electronics has fallen into ""6 million electronic"".The block deal of block deal with more than one trillion won"
2022.3.7,"KOSPI closed lower following the U.S. stock market...Samsung Electronics fell to 60,000 won"
2022.3.7,Gumi City holds the largest prize money photo contest ever with gratitude to Gumi Samsung Electronics
2022.3.7,"Samsung family, 1.3 trillion block deal in Samsung Electronics...Purpose of preparing inheritance tax"
2022.3.7,"Samsung family, 1.3 trillion won in block deal with Samsung Electronics"
2022.3.7,"Samsung Electronics is in the aftermath of the owner's family's 'block deal'... Back to ""60,000 electron"""
2022.3.7,"Samsung family, 1.3 trillion won in block deals in Samsung Electronics...Estimation of preparation of inheritance tax (comprehensive 2 reports)"
2022.3.7,How harsh is the inheritance tax in Korea...Hong Ra-hee to sell 1.3 trillion won in shares in Samsung Electronics
2022.3.7,"Hong Ra-hee's 1.37 trillion won stake in Samsung Electronics is a block deal...""Finance inheritance tax"""
2022.3.7,Samsung Electronics Launches 'Bisfork Windless Air Conditioner Gallery Slim Fit'
2022.3.7,Samsung Electronics is taking care of the safety of its partners... Conduct chemical management training
2022.3.7,Samsung Electronics trains 480 suppliers for chemical management
2022.3.7,Lightron and Samsung Electronics contract to supply 2 billion won worth of optical modules
2022.3.7,Samsung Electronics provides education on the production of eco-friendly products for its partners
2022.3.7,"[Special punishment] Samsung Electronics and block deal with ""6 million electronic"""
2022.3.7,Lightron has signed a supply contract worth 2.1 billion won with Samsung Electronics
2022.3.7,Samsung Electronics trains its suppliers for chemical management
2022.3.7,"Samsung family, 0.33% stake in Samsung Electronics, block deal... Financing the inheritance tax"
2022.3.7,"Samsung owner family, block deal worth 1.37 trillion won in shares of Samsung Electronics"
2022.3.7,"Samsung Day, Samsung Electronics' stake in Samsung Electronics' stake in Samsung Electronics.""Because of the inheritance tax."""
2022.3.7,Samsung Electronics conducts chemical management training to 480 suppliers
2022.3.7,Samsung Electronics is taking care of the safety of its partners... Conduct chemical management training
2022.3.7,Accompanying 480 business partners and ESG management...Samsung Electronics Training on Chemical Management
2022.3.7,"[Special stock] Samsung Electronics is weak on the news of the block deal...""60,000 Electronics."""
2022.3.7,Hong Ra-hee's 1.3 trillion won stake in Samsung Electronics is a block deal... Estimation of preparation of inheritance tax
2022.3.7,Samsung family sells 1.3 trillion block deals in Samsung Electronics...Financing the inheritance tax
2022.3.7,"Samsung Electronics' 1.3 trillion won block deal...""The discount rate was 2.4% and it was good."""
2022.3.7,Samsung Electronics Launches 'Bisfork Windless Air Conditioner Gallery Slim Fit'
2022.3.7,"CJ CheilJedang, Samsung Electronics and 'Microwave Replacement Campaign'"
2022.3.7,"Samsung family, 1.3 trillion won in block deals in Samsung Electronics...Estimation of preparation of inheritance tax (comprehensive)"
2022.3.7,"[Special punishment] Samsung Electronics, the overlapping of Samsung Electronics.7 million won"
2022.3.7,Samsung Electronics Vice Chairman Han Jong-hee will hold his first 'town hall meeting' in the DX division
2022.3.7,Samsung Electronics conducts chemical management training for 480 suppliers
2022.3.7,Samsung Electronics conducts chemical management training for its partners
2022.3.7,Samsung Electronics Launches 'Bisfork Windless Air Conditioner Gallery Slim Fit'
2022.3.7,"Lee Jae-yong's vision of ""Companion""...Samsung Electronics conducts chemical substance management training for its partners"
2022.3.7,Samsung Electronics provides chemical management training for 480 domestic partners
2022.3.7,Samsung Electronics is releasing a slim wind-free air conditioner called 'Wind-free Gallery Slim Fit'
2022.3.7,Samsung Electronics' 'Bisfork Windless Air Conditioner Gallery Slim Fit' is released
2022.3.8,"""The development of partners is the development of Samsung""...Samsung Electronics Transfers Know-how in Chemical Management"
2022.3.8,"""Enabling Green Production""…Samsung Electronics provides chemical management training for its suppliers"
2022.3.8,Samsung Electronics Launches 'Bisfork Windless Air Conditioner Gallery Slim Fit'
2022.3.8,Samsung Electronics conducts chemical management training for its partners
2022.3.8,"""Sharing ESG to 480 partners"" Samsung Electronics conducts chemical management training"
2022.3.8,Samsung Electronics' ESG companion...Conduct chemical substance management training for partner companies
2022.3.8,Samsung Electronics conducts chemical management training for its partners
2022.3.8,Samsung Electronics conducts chemical management training for its partners
2022.3.8,Samsung Electronics teaches its suppliers how to manage product chemicals
2022.3.8,Samsung Electronics Launches 'Gallery Slim Fit' of Bisfork Windless Air Conditioner
2022.3.8,Samsung Electronics Launches 'Bisfork Windless Air Conditioner Gallery Slim Fit'
2022.3.8,Samsung Electronics conducts online training on 'chemical substance management' for its partners
2022.3.8,"""The development of partners is Samsung Electronics' competitiveness""...Chemical substance management training for suppliers"
2022.3.8,"Samsung Electronics supports chemical management of its suppliers...""I want to help you produce eco-friendly products"""
2022.3.8,Samsung Electronics Launches 'Bisfork Windless Air Conditioner Gallery Slim Fit'
2022.3.8,"Samsung Electronics retreated '60,000 Electronics' due to block deal"
2022.3.8,Samsung family sells block deals worth 1.37 trillion won in Samsung Electronics for inheritance tax
2022.3.8,"Shinhan Investment Corp. ""Samsung Electronics aims to raise interest rates ↓…""Highest Performance Forecast"""
2022.3.8,"Samsung Electronics launches 'Bisfork Windless Air Conditioner Gallery Slim Fit'...""Enhancing the environment"""
2022.3.8,Block deal worth 1.3 trillion won in shares of Samsung Electronics' major shareholders and financial resources to pay inheritance tax (comprehensive)
2022.3.8,"Samsung Electronics collapsed 70,000 won during the day in two days"
2022.3.8,"Samsung family, and this is selling Samsung Electronics, Samsung Electronics and SDS equity"
2022.3.8,"Samsung owner family, block deal worth 1.37 trillion won in shares of Samsung Electronics"
2022.3.8,[fnmarket watch] Former Lium Director Hong Ra-hee sells 0.33% of Samsung Electronics' stake in block deal
2022.3.8,[The visualization of Kim Sang-joon's symptoms] 500 million won...Are you laughing?
2022.3.8,Samsung Electronics is in the aftermath of the 1.3兆 block deal...a steady start
2022.3.8,1.3 trillion won worth of shares in Samsung Electronics Block Deal‥Hong Ra-hee 0.33%
2022.3.8,CJ CheilJedang joins hands with Samsung Electronics to 'campaign to replace microwave ovens'
2022.3.8,"Samsung Electronics' ""weakness"" at the beginning of the market is 69,900 won...Block deal impact the previous day"
2022.3.8,"""Why are you doing this..."" Samsung Electronics' stock price of 1.3700 billion blocks..."
2022.3.8,CJ CheilJedang joins hands with Samsung Electronics to 'campaign to replace microwave ovens'
2022.3.8,"[Special stock] Samsung Electronics is ""weak"" at the news of the block deal"
2022.3.8,CJ CheilJedang joins hands with Samsung Electronics to campaign to replace microwave ovens
2022.3.8,"Samsung Electronics Vice Chairman Han Jong-hee, full-fledged integration of the DX division...The first ""town hall meeting."""
2022.3.8,"Shinhan Investment Corp. ""Samsung Electronics' sluggish stock prices reflect most of its concerns""...Target stock prices go down"
2022.3.8,"CJ CheilJedang, in partnership with Samsung Electronics, is conducting a 'Microwave Replacement Campaign'"
2022.3.8,'Microwave Replacement Campaign' with CJ CheilJedang and Samsung Electronics
2022.3.8,"""Samsung Electronics estimated operating profit of 12.8 trillion won in the first quarter...""Improvement from Q2"" - Hyundai Motor Co"
2022.3.8,"[Exclusive] Samsung Electronics' 1.3 trillion won, 19941,860 shares of block deal"
2022.3.8,To pay inheritance tax...Hong Ra-hee sold 1.3 trillion won in shares in Samsung Electronics [Signal]
2022.3.8,"Shinhan Financial Investment ""Samsung Electronics, most concerns about Samsung Electronics and concerns...I'll break the maximum performance of this year."""
2022.3.8,"Shinhan Investment Corp. ""Most of the concerns such as Samsung Electronics' stock prices, the GOS crisis, and the war in Ukraine are reflected."""
2022.3.8,Samsung Electronics is concerned about damaging IT demand due to the Ukra crisis.My goal is 8% ↓-Shinhan
2022.3.8,"[Click e-stock item] It was reflected in Samsung Electronics' stock price, but...Target stock price is lowered and buying is maintained"
2022.3.8,"Shinhan Investment Corp. said, ""Samsung Electronics' GOS is disappointing...""Most of the stock price concerns are reflected."""
2022.3.8,"Shinhan Investment Corp. ""Samsung Electronics reflects most of its stock price concerns."""
2022.3.8,Samsung Electronics' sluggish stock price reflects non-memory concerns...The goal is ↓-Shinhan
2022.3.8,Samsung Electronics reflects most of its concerns about stock prices.Maintain 'buy' - Shin Han證
2022.3.8,Samsung Electronics is sad that expectations have lowered after the GOS crisis-Shinhan
2022.3.8,"Samsung Electronics faces class-action lawsuits in the U.S. following the ""GOS controversy."""
2022.3.8,"Samsung Electronics union, ""We want to talk to you...The strike is the last means"
2022.3.8,[Exclusive] Samsung Electronics' comprehensive goal to reduce greenhouse gas emissions is coming up for the first time
2022.3.8,"4 years since its establishment, 4% subscription rate...The real ""problem"" of Samsung Electronics' labor union"
2022.3.8,Samsung Electronics develops advanced processes early and invests in advance...System Semiconductor Leaps to Top in the World
2022.3.8,Samsung Electronics employees who are about to leave the company have been caught attempting to leak confidential semiconductor information (comprehensive)
2022.3.8,"Samsung Electronics and SKT, SKT, too.Where was the company?"
2022.3.8,"Park Yong-in, president of Samsung Electronics, said, ""LSI Business Department is leading the era of 5th generation mobile communication."""
2022.3.8,"Park Yong-in, president of Samsung Electronics, said, ""We will make semiconductors that benefit humans."""
2022.3.8,"Samsung Electronics, filled with ""LG empty seats"".72 percent of domestic smartphone share"
2022.3.8,"Park Yong-in, president of Samsung Electronics, who started ""communication""...""Don't be discouraged and work"""
2022.3.8,"KOSPI rose, closing at 2,730‥Samsung Electronics and LG Chem ↑"
2022.3.8,Samsung Electronics recommends colors for home appliances with AI at Bispoke's factory
2022.3.8,"LG Electronics, which has OLED TVs at the forefront, challenges Samsung Electronics to compete in the premium market"
2022.3.9,"Samsung Electronics employees who are about to leave the company were caught saying, ""We almost leaked semiconductor technology that invested billions of trillion won."""
2022.3.9,"Despite the update of ""GOS selection rights"" update...Samsung Electronics, a group lawsuit against Samsung Electronics"
2022.3.9,"Jung Ho-young, CEO of LG Display, said, ""The possibility of cooperation with Samsung Electronics is open."""
2022.3.9,Samsung Electronics' semiconductor employees were caught attempting to leak confidential information
2022.3.9,Samsung Electronics Investment Investment Investment Investment and Prevention on semiconductor confidential investigation
2022.3.9,Samsung Electronics employees who are about to leave the company are caught trying to leak technology
2022.3.9,"Samsung Electronics, found a foundation of technology leak...""I'm looking at my part of my part"""
2022.3.9,"LGD CEO Jung Ho-young said, ""The possibility of supplying OLED panels to Samsung Electronics is open."""
2022.3.9,"The key technology, ""Cample""...corporate security ""Pretty"" such as Samsung Electronics, including Samsung Electronics"
2022.3.9,Samsung Electronics' core semiconductor technology has been caught trying to leak employees
2022.3.9,"Samsung Electronics and SK Telecom's ""7.7 billion"".Where is the IT industry's annual salary?"
2022.3.9,"Samsung Electronics' dividend and COVID-19 effect, 2 trillion won in net profit from the insurance industry last year ↑"
2022.3.9,"Samsung Electronics has caught employees leaking foundry technology...""Investigation in progress"""
2022.3.9,Samsung Electronics launches 'Bisfork Manufacturing Plant AI' service... Best color recommendation
2022.3.9,Employees who are about to leave the company have frequent access to semiconductor confidential data...Samsung Electronics Investigates Leakage
2022.3.9,"An attempt to leak core technologies of semiconductors by employees has been caught...Samsung Electronics' ""Crack Up"""
2022.3.10,Samsung Electronics caught employees trying to leak confidential semiconductor secrets of semiconductors
2022.3.10,"Application of Samsung Electronics, Galaxy S21 and S20 degrees"
2022.3.10,"Samsung Electronics staff who are ahead of resignation, Samsung Electronics and semiconductor confidential leakage"
2022.3.10,Samsung Electronics has a 72% share of the domestic smartphone market in 2021... Most Sales Galaxy S21
2022.3.10,"Thanks to COVID-19 and Samsung Electronics, insurance companies' good performance... Last year's net profit was 8 trillion won"
2022.3.10,Samsung Electronics employees were caught trying to leak 'semiconductor secrets' before leaving the company
2022.3.10,"LGD Jung Ho-young said, ""The possibility is open"" when asked about Samsung Electronics' supply of OLED panels"
2022.3.10,DI and Samsung Electronics signed a 9.6 billion won supply contract for semiconductor inspection equipment
2022.3.10,Samsung Electronics' 2022 Neo QLED and Newsweek are well received
2022.3.10,"""COVID-19 and Samsung Electronics Effect""...Insurance companies' net profit last year, up 36% to 8.2 trillion won"
2022.3.10,"Last year, the insurance industry's net profit increased by 2.2 trillion won...Thanks to Samsung Electronics' special dividend"
2022.3.10,"Samsung Electronics has detected an employee who attempted to leak confidential information inside semiconductors...""I'm investigating"
2022.3.10,"Kakao's annual salary beat Samsung Electronics...""The power of stock options"" caused by eating and running"
2022.3.10,"An employee of Samsung Electronics, who is about to leave the company, was caught trying to leak 'semiconductor secrets'"
2022.3.10,Is the average annual salary of KRW 1 billion and Samsung Electronics?
2022.3.10,"[Still] Samsung Electronics semiconductor core technology, Samsung Electronics' core technology, and internal employees"
2022.3.10,"Samsung Electronics ""Yes Q LED"".""The optimal TV and video sensitivity on games"
2022.3.10,Samsung Electronics to release all 2022 TVs such as Neo QLED
2022.3.10,Samsung Electronics helps customers choose Bisfork home appliances with AI
2022.3.10,"[Exclusive] Samsung Electronics has detected an attempt to ""leak"" core semiconductor technology"
2022.3.10,"DI, 95 billion semiconductor inspection equipment to Samsung Electronics"
2022.3.10,[Exclusive] Samsung Electronics employees who attempted to leak technology before leaving the company [Kim Kyung-min's timely hit]
2022.3.10,DI and Samsung Electronics signed a contract to supply 9.5 billion won worth of semiconductor inspection equipment
2022.3.10,DI and Samsung Electronics signed a 9.6 billion won supply contract for semiconductor inspection equipment
2022.3.10,"If you're worried about the color of home appliances...How about Samsung Electronics' ""Bisfork Factory AI""?"
